transaction_id,customer_id,amount,date
2174,38,758972.44309918,2025-10-01
2175,28,138490.21638987,2025-10-01
2176,21,490263.3964596,2025-10-01
2177,33,424754.80346233,2025-10-01
2178,33,77101.951632631,2025-10-01
2179,21,397815.28261745,2025-10-01
2180,32,992692.41789514,2025-10-01
2181,24,19477.77941096,2025-10-01
2182,20,251213.81388647,2025-10-01
2183,37,156293.37066755,2025-10-01
2184,19,268303.59198439,2025-10-01
2185,30,525523.47021797,2025-10-01
2186,30,7818.7911538867,2025-10-01
2187,5,456774.36713831,2025-10-01
2188,11,364391.7101831,2025-10-01
2189,19,354385.40156975,2025-10-01
2190,25,388289.26110069,2025-10-01
2191,37,728599.43568223,2025-10-01
2192,36,573732.0439424,2025-10-01
2193,25,214019.42157522,2025-10-01
2194,24,933679.11930102,2025-10-01
2195,24,962023.76741151,2025-10-01
2196,3,178092.93124568,2025-10-01
2197,18,325903.26461374,2025-10-01
2198,20,743665.00347426,2025-10-01
2199,17,996639.98519682,2025-10-01
2200,1,200818.08542524,2025-10-01
2201,7,30797.615974041,2025-10-01
2202,5,347630.19672715,2025-10-01
2203,21,749448.04718973,2025-10-01
2204,4,296019.1337956,2025-10-01
2205,17,798180.95819673,2025-10-01
2206,5,85060.942661101,2025-10-01
2207,37,78641.741673663,2025-10-01
2208,38,760616.86339124,2025-10-01
2209,17,468927.17074842,2025-10-01
2210,16,323445.0907329,2025-10-01
2211,18,562753.79585446,2025-10-01
2212,1,706649.28920017,2025-10-01
2213,47,167766.19173187,2025-10-01
2214,12,156785.63864361,2025-10-01
2215,22,388294.55049436,2025-10-01
2216,7,241656.41735724,2025-10-01
2217,48,982406.19237084,2025-10-01
2218,11,732632.83374543,2025-10-01
2219,37,170533.64776211,2025-10-01
2220,23,566920.72375052,2025-10-01
2221,28,341617.81944924,2025-10-01
2222,34,99148.359584747,2025-10-01
2223,19,269364.63532096,2025-10-01
2224,16,232785.78892223,2025-10-01
2225,46,927993.55986993,2025-10-01
2226,44,154909.0084281,2025-10-01
2227,30,252854.00648198,2025-10-01
2228,33,739982.43996427,2025-10-01
2229,8,704260.1656785,2025-10-01
2230,4,150270.91332056,2025-10-01
2231,27,331860.60407181,2025-10-01
2232,32,120597.75382694,2025-10-01
2233,7,872460.96589591,2025-10-01
2234,45,307740.97591906,2025-10-01
2235,19,250289.73599738,2025-10-01
2236,14,414211.73477881,2025-10-01
2237,2,764312.27576465,2025-10-01
2238,16,450221.32758767,2025-10-01
2239,15,430004.12179189,2025-10-01
2240,21,754119.59786357,2025-10-01
2241,17,353902.35825156,2025-10-01
2242,40,421509.00957415,2025-10-01
2243,14,858928.86173392,2025-10-01
2244,1,297222.07481468,2025-10-01
2245,25,175836.15665165,2025-10-01
2246,50,798230.72897441,2025-10-01
2247,7,95032.442044324,2025-10-01
2248,18,802076.50373657,2025-10-01
2249,3,668305.94409962,2025-10-01
2250,20,150148.18904983,2025-10-01
2251,17,902599.54127597,2025-10-01
2252,4,790657.41618786,2025-10-01
2253,15,254226.7021602,2025-10-01
2254,47,504049.37521979,2025-10-01
2255,7,826434.35297422,2025-10-01
2256,24,186176.2418845,2025-10-01
2257,41,523952.48257964,2025-10-01
2258,21,36544.565712728,2025-10-01
2259,3,636744.58980806,2025-10-01
2260,24,750644.19986644,2025-10-01
2261,34,942046.05021797,2025-10-01
2262,44,428313.20847917,2025-10-01
2263,50,301837.11153717,2025-10-01
2264,6,490305.64455441,2025-10-01
2265,46,279902.74522702,2025-10-01
2266,14,386034.53632715,2025-10-01
2267,14,608878.5482394,2025-10-01
2268,22,443115.69983232,2025-10-01
2269,36,649275.82697424,2025-10-01
2270,5,606754.33956899,2025-10-01
2271,20,419796.85905947,2025-10-01
2272,25,425965.50790876,2025-10-01
2273,49,390307.44394715,2025-10-01
2274,20,316400.56690631,2025-10-01
2275,8,632759.5371476,2025-10-01
2276,31,141590.0190081,2025-10-01
2277,24,479679.89760476,2025-10-01
2278,28,952958.24258454,2025-10-01
2279,28,501229.61803373,2025-10-01
2280,26,828929.6434138,2025-10-01
2281,4,621635.14039776,2025-10-01
2282,13,744438.88614534,2025-10-01
2283,49,135017.13363751,2025-10-01
2284,13,839177.81966912,2025-10-01
2285,4,322216.93161331,2025-10-01
2286,4,994008.54374321,2025-10-01
2287,8,7149.4744732228,2025-10-01
2288,34,83760.290117217,2025-10-01
2289,33,513039.09300988,2025-10-01
2290,15,940721.11740604,2025-10-01
2291,7,829133.99403233,2025-10-01
2292,40,466295.71532511,2025-10-01
2293,41,859367.06557816,2025-10-01
2294,16,822142.04004544,2025-10-01
2295,37,566698.72055476,2025-10-01
2296,28,484516.74148156,2025-10-01
2297,23,727753.86051626,2025-10-01
2298,46,826509.01263317,2025-10-01
2299,43,909342.14870974,2025-10-01
2300,47,285715.78095476,2025-10-01
2301,46,173976.75852543,2025-10-01
2302,24,111159.78006293,2025-10-01
2303,41,62968.537146984,2025-10-01
2304,16,171371.1302815,2025-10-01
2305,2,23360.164097445,2025-10-01
2306,18,701609.8870172,2025-10-01
2307,49,384238.63327649,2025-10-01
2308,36,881826.1919871,2025-10-01
2309,44,846737.17486381,2025-10-01
2310,46,291790.86355459,2025-10-01
2311,35,177833.50043256,2025-10-01
2312,50,808893.84440304,2025-10-01
2313,2,699327.16231044,2025-10-01
2314,5,359459.8304445,2025-10-01
2315,50,312307.49587717,2025-10-01
2316,13,967655.70461892,2025-10-01
2317,36,275042.40711056,2025-10-01
2318,43,578839.268548,2025-10-01
2319,23,844418.57224496,2025-10-01
2320,22,481909.24176363,2025-10-01
2321,20,223982.54705525,2025-10-01
2322,6,279525.01946904,2025-10-01
2323,38,250618.90866977,2025-10-01
2324,1,350795.80500915,2025-10-01
2325,36,949993.11764275,2025-10-01
2326,19,531169.57875364,2025-10-01
2327,42,595834.75862867,2025-10-01
2328,6,934392.37254744,2025-10-01
2329,23,383151.39722009,2025-10-01
2330,8,510342.11178244,2025-10-01
2331,2,675202.60192266,2025-10-01
2332,47,395145.87757569,2025-10-01
2333,20,968052.04965729,2025-10-01
2334,48,407963.1648163,2025-10-01
2335,43,227804.27158374,2025-10-01
2336,9,94585.115521031,2025-10-01
2337,21,310342.44398665,2025-10-01
2338,1,899298.34961537,2025-10-01
2339,16,513272.46428096,2025-10-01
2340,2,732725.1245614,2025-10-01
2341,6,998571.71656146,2025-10-01
2342,22,676368.39285572,2025-10-01
2343,38,172577.0645414,2025-10-01
2344,9,253731.70729891,2025-10-01
2345,42,745467.42385513,2025-10-01
2346,12,908618.01120523,2025-10-01
2347,47,324377.9266919,2025-10-01
2348,1,746905.52333545,2025-10-01
2349,17,357487.46774487,2025-10-01
2350,7,467602.42233651,2025-10-01
2351,25,131954.19100121,2025-10-01
2352,16,338115.16656951,2025-10-01
2353,36,134575.49836956,2025-10-01
2354,29,206273.88009585,2025-10-01
2355,17,136957.35904476,2025-10-01
2356,25,349896.42415079,2025-10-01
2357,6,78631.427379288,2025-10-01
2358,4,4489.8701065778,2025-10-01
2359,49,422752.57540902,2025-10-01
2360,42,58770.456822319,2025-10-01
2361,35,837937.80819131,2025-10-01
2362,27,330380.06045524,2025-10-01
2363,50,607876.53200302,2025-10-01
2364,10,706382.20299204,2025-10-01
2365,42,324222.15011351,2025-10-01
2366,31,407156.37977899,2025-10-01
2367,21,4136.2770034914,2025-10-01
2368,26,566488.43467681,2025-10-01
2369,37,6969.3575570729,2025-10-01
2370,42,962325.77646999,2025-10-01
2371,34,910819.16078642,2025-10-01
2372,9,224800.00075162,2025-10-01
2373,17,7272.3458914516,2025-10-01
2374,35,308907.17383602,2025-10-01
2375,25,371002.84971158,2025-10-01
2376,40,99112.59203327,2025-10-01
2377,2,845016.23228628,2025-10-01
2378,20,621593.45947273,2025-10-01
2379,21,811760.61009164,2025-10-01
2380,14,807098.10200391,2025-10-01
2381,43,625893.54141674,2025-10-01
2382,13,487432.79506192,2025-10-01
2383,6,245520.73642907,2025-10-01
2384,21,147372.52256187,2025-10-01
2385,18,772381.34708936,2025-10-01
2386,7,99052.165634903,2025-10-01
2387,13,360209.71876069,2025-10-01
2388,15,651789.53087397,2025-10-01
2389,27,51215.120710011,2025-10-01
2390,16,221700.5920789,2025-10-01
2391,2,942538.3442708,2025-10-01
2392,11,99353.308572054,2025-10-01
2393,45,74938.58077391,2025-10-01
2394,31,156799.76107791,2025-10-01
2395,13,475068.66715957,2025-10-01
2396,29,917594.93787332,2025-10-01
2397,8,180597.04587842,2025-10-01
2398,1,935324.72282658,2025-10-01
2399,16,977083.44650978,2025-10-01
2400,40,599636.45386849,2025-10-01
2401,2,250711.86397775,2025-10-01
2402,9,220203.2904115,2025-10-01
2403,12,173069.91319127,2025-10-01
2404,30,774361.94678913,2025-10-01
2405,10,14030.7209244,2025-10-01
2406,47,162223.98841986,2025-10-01
2407,42,574935.66575147,2025-10-01
2408,46,297018.66761648,2025-10-01
2409,25,146984.37401151,2025-10-01
2410,11,137950.9492244,2025-10-01
2411,38,510122.85083858,2025-10-01
2412,38,221418.17272922,2025-10-01
2413,23,504433.08745942,2025-10-01
2414,38,845598.67280629,2025-10-01
2415,18,853377.61350751,2025-10-01
2416,9,983205.73737885,2025-10-01
2417,50,232892.11788864,2025-10-01
2418,45,638292.2596906,2025-10-01
2419,5,6940.1646115678,2025-10-01
2420,49,330419.04988495,2025-10-01
2421,3,466260.98665358,2025-10-01
2422,21,372614.16880203,2025-10-01
2423,39,712920.64187901,2025-10-01
2424,11,240245.65331813,2025-10-01
2425,26,676795.59928731,2025-10-01
2426,42,489519.9933433,2025-10-01
2427,11,726502.95081066,2025-10-01
2428,5,808643.27317297,2025-10-01
2429,35,147506.47940185,2025-10-01
2430,38,15326.158114018,2025-10-01
2431,42,139801.17205237,2025-10-01
2432,48,171516.67778068,2025-10-01
2433,23,457251.59347387,2025-10-01
2434,33,968800.41015408,2025-10-01
2435,16,199299.35936191,2025-10-01
2436,37,21665.428209447,2025-10-01
2437,49,96232.953267104,2025-10-01
2438,23,348912.77015234,2025-10-01
2439,38,243502.26766945,2025-10-01
2440,3,445366.5298538,2025-10-01
2441,12,274336.04139137,2025-10-01
2442,38,704699.75857647,2025-10-01
2443,7,680301.51595437,2025-10-01
2444,17,919738.25057266,2025-10-01
2445,15,911873.26164827,2025-10-01
2446,4,148735.70347815,2025-10-01
2447,8,150232.9627708,2025-10-01
2448,2,568862.55846708,2025-10-01
2449,1,809375.2560604,2025-10-01
2450,47,862094.27024923,2025-10-01
2451,10,804839.88247735,2025-10-01
2452,16,347217.39864304,2025-10-01
2453,5,708139.44909182,2025-10-01
2454,15,148506.19017225,2025-10-01
2455,49,837938.36465099,2025-10-01
2456,47,529245.82548405,2025-10-01
2457,10,345244.73838882,2025-10-01
2458,27,129523.49412119,2025-10-01
2459,23,580208.41359442,2025-10-01
2460,50,172434.00318297,2025-10-01
2461,34,98276.96003334,2025-10-01
2462,11,375346.89057286,2025-10-01
2463,44,113954.75174349,2025-10-01
2464,38,267734.91068652,2025-10-01
2465,40,339320.72225057,2025-10-01
2466,1,124897.49723858,2025-10-01
2467,46,99826.900923269,2025-10-01
2468,17,140999.30051017,2025-10-01
2469,15,984594.33150576,2025-10-01
2470,13,334356.28380033,2025-10-01
2471,11,160805.51450391,2025-10-01
2472,15,742497.57901774,2025-10-01
2473,23,230270.45755257,2025-10-01
2474,40,207468.43463901,2025-10-01
2475,5,143318.10010178,2025-10-01
2476,12,505900.36777817,2025-10-01
2477,31,762569.31181939,2025-10-01
2478,11,187992.67573602,2025-10-01
2479,18,543357.87890307,2025-10-01
2480,47,639566.14629134,2025-10-01
2481,12,645189.98805823,2025-10-01
2482,22,196501.97278605,2025-10-01
2483,33,315636.85650434,2025-10-01
2484,7,718004.78900764,2025-10-01
2485,18,397010.13715714,2025-10-01
2486,24,321500.84903721,2025-10-01
2487,2,606561.20056516,2025-10-01
2488,9,419597.05883753,2025-10-01
2489,20,505719.77356398,2025-10-01
2490,29,768056.69617019,2025-10-01
2491,36,958285.79355637,2025-10-01
2492,38,812773.07752544,2025-10-01
2493,26,93646.30379048,2025-10-01
2494,4,54500.01764812,2025-10-01
2495,1,57279.429412363,2025-10-01
2496,1,546926.96515171,2025-10-01
2497,32,347640.47609727,2025-10-01
2498,13,317652.09267564,2025-10-01
2499,23,790949.68277832,2025-10-01
2500,11,159007.62123681,2025-10-01
2501,13,440122.00313098,2025-10-01
2502,47,114151.79993474,2025-10-01
2503,44,988935.7358192,2025-10-01
2504,11,265907.40817688,2025-10-01
2505,50,258304.54342357,2025-10-01
2506,31,156433.20223159,2025-10-01
2507,42,87237.851555053,2025-10-01
2508,26,362256.45008388,2025-10-01
2509,19,609870.91839867,2025-10-01
2510,15,465326.21170036,2025-10-01
2511,13,924626.975583,2025-10-01
2512,26,238718.72657587,2025-10-01
2513,6,499523.68962296,2025-10-01
2514,23,943226.74821677,2025-10-01
2515,36,331465.30256995,2025-10-01
2516,36,712564.22037755,2025-10-01
2517,39,490664.87629364,2025-10-01
2518,46,999069.95751512,2025-10-01
2519,12,79295.985980498,2025-10-01
2520,40,538675.21859332,2025-10-01
2521,25,414689.70616498,2025-10-01
2522,41,237429.51195581,2025-10-01
2523,3,137478.36176019,2025-10-01
2524,40,600619.34232744,2025-10-01
2525,17,11536.618840544,2025-10-01
2526,16,620022.18592122,2025-10-01
2527,42,134867.58335392,2025-10-01
2528,10,92933.317830969,2025-10-01
2529,8,518697.56892,2025-10-01
2530,40,139946.89417279,2025-10-01
2531,19,753112.92459523,2025-10-01
2532,22,267312.00505958,2025-10-01
2533,16,347710.09036663,2025-10-01
2534,32,48306.589346866,2025-10-01
2535,17,775341.76051735,2025-10-01
2536,15,857277.82958336,2025-10-01
2537,31,510358.09637761,2025-10-01
2538,43,690359.37275676,2025-10-01
2539,14,350084.80973173,2025-10-01
2540,5,289918.42750835,2025-10-01
2541,11,619177.53834326,2025-10-01
2542,39,87339.461091514,2025-10-01
2543,7,202029.92700516,2025-10-01
2544,48,723646.88218618,2025-10-01
2545,28,841457.56277648,2025-10-01
2546,35,796344.45873533,2025-10-01
2547,11,963626.3181876,2025-10-01
2548,17,730278.50129329,2025-10-01
2549,32,754453.72651948,2025-10-01
2550,23,382256.61611793,2025-10-01
2551,43,796478.7936885,2025-10-01
2552,29,470655.45067748,2025-10-01
2553,41,882421.45995032,2025-10-01
2554,47,413557.14542041,2025-10-01
2555,23,588396.64086309,2025-10-01
2556,3,72840.630480922,2025-10-01
2557,13,629540.84028442,2025-10-01
2558,2,773438.17530211,2025-10-01
2559,9,11257.948958058,2025-10-01
2560,40,656289.40186416,2025-10-01
2561,16,345024.96987923,2025-10-01
2562,4,996029.63182139,2025-10-01
2563,1,880362.69186888,2025-10-01
2564,11,788409.56171225,2025-10-01
2565,24,775407.12008207,2025-10-01
2566,1,96139.381429748,2025-10-01
2567,34,790251.7384593,2025-10-01
2568,6,121532.10270434,2025-10-01
2569,40,7919.6230437745,2025-10-01
2570,27,937277.51723761,2025-10-01
2571,4,823682.10016732,2025-10-01
2572,15,600316.49601834,2025-10-01
2573,5,499690.57863119,2025-10-01
2574,24,893331.41530242,2025-10-01
2575,9,886272.75833144,2025-10-01
2576,15,477438.71831695,2025-10-01
2577,40,69485.430101648,2025-10-01
2578,35,340323.67725072,2025-10-01
2579,35,305759.16644336,2025-10-01
2580,1,702775.21881283,2025-10-01
2581,10,698331.21264865,2025-10-01
2582,23,709473.42029896,2025-10-01
2583,40,863030.55858649,2025-10-01
2584,46,148606.88189949,2025-10-01
2585,37,767386.84538137,2025-10-01
2586,45,784515.11186246,2025-10-01
2587,19,675875.2699341,2025-10-01
2588,49,300332.90092234,2025-10-01
2589,19,751392.64744102,2025-10-01
2590,33,16717.450721109,2025-10-01
2591,25,938161.60639787,2025-10-01
2592,1,729687.0242407,2025-10-01
2593,42,498953.55640771,2025-10-01
2594,37,965059.26284901,2025-10-01
2595,16,315105.3830339,2025-10-01
2596,27,560638.03698928,2025-10-01
2597,33,240352.65236443,2025-10-01
2598,42,360019.38952897,2025-10-01
2599,1,280916.6506085,2025-10-01
2600,9,525400.28448151,2025-10-01
2601,28,206643.76885274,2025-10-01
2602,5,98619.861194524,2025-10-01
2603,25,742381.36602367,2025-10-01
2604,22,742155.48670212,2025-10-01
2605,8,253786.54814599,2025-10-01
2606,38,574786.60487301,2025-10-01
2607,10,733933.89094493,2025-10-01
2608,5,532499.59793295,2025-10-01
2609,5,511743.58364348,2025-10-01
2610,11,574456.55909444,2025-10-01
2611,33,809952.15060993,2025-10-01
2612,15,317559.72269805,2025-10-01
2613,16,808191.63140968,2025-10-01
2614,17,571450.5876843,2025-10-01
2615,20,106841.14635874,2025-10-01
2616,19,967257.52442777,2025-10-01
2617,33,663059.91377154,2025-10-01
2618,7,407226.5314161,2025-10-01
2619,35,58749.186093076,2025-10-01
2620,23,709302.87542052,2025-10-01
2621,28,473952.45655062,2025-10-01
2622,49,67659.056809344,2025-10-01
2623,4,807238.33962053,2025-10-01
2624,24,44896.984906433,2025-10-01
2625,15,786232.480991,2025-10-01
2626,24,736337.60348885,2025-10-01
2627,8,420686.77684377,2025-10-01
2628,26,402384.12433952,2025-10-01
2629,34,159288.88110147,2025-10-01
2630,6,737404.46660199,2025-10-01
2631,28,13939.397277259,2025-10-01
2632,28,267825.15028502,2025-10-01
2633,2,819686.55486598,2025-10-01
2634,36,598398.13598385,2025-10-01
2635,42,644266.81261169,2025-10-01
2636,7,977066.12128917,2025-10-01
2637,35,508164.22035299,2025-10-01
2638,7,868998.85028852,2025-10-01
2639,48,602943.34656322,2025-10-01
2640,17,113243.72712971,2025-10-01
2641,36,617300.84153886,2025-10-01
2642,23,642713.47894755,2025-10-01
2643,50,722592.71706371,2025-10-01
2644,8,382452.86337977,2025-10-01
2645,44,88037.522756004,2025-10-01
2646,21,141758.14573166,2025-10-01
2647,12,245710.56135466,2025-10-01
2648,13,539205.28671205,2025-10-01
2649,49,702992.3912867,2025-10-01
2650,21,14524.62335523,2025-10-01
2651,11,112195.34220299,2025-10-01
2652,14,872219.9178096,2025-10-01
2653,30,624762.21978446,2025-10-01
2654,45,453154.76413006,2025-10-01
2655,20,56608.761861813,2025-10-01
2656,9,479444.96033042,2025-10-01
2657,24,495498.16441641,2025-10-01
2658,44,495727.44349703,2025-10-01
2659,50,116263.06381646,2025-10-01
2660,39,282985.80842068,2025-10-01
2661,20,491149.01250795,2025-10-01
2662,13,552697.63450786,2025-10-01
2663,30,850935.15646927,2025-10-01
2664,15,751210.26417405,2025-10-01
2665,13,43814.866882062,2025-10-01
2666,1,70873.296872905,2025-10-01
2667,22,672619.00622222,2025-10-01
2668,13,533061.21196013,2025-10-01
2669,28,828826.12561646,2025-10-01
2670,9,657676.53150097,2025-10-01
2671,29,989155.11038327,2025-10-01
2672,27,439548.30531422,2025-10-01
2673,33,899895.48393036,2025-10-01
2674,25,441319.76604832,2025-10-01
2675,16,373850.83267432,2025-10-01
2676,25,960460.73411974,2025-10-01
2677,18,753016.97790905,2025-10-01
2678,8,818962.74984031,2025-10-01
2679,4,365741.2999793,2025-10-01
2680,49,551737.89477134,2025-10-01
2681,49,65710.619547409,2025-10-01
2682,49,238139.80269474,2025-10-01
2683,14,988455.42683674,2025-10-01
2684,7,604081.24047319,2025-10-01
2685,33,139490.05847543,2025-10-01
2686,18,796731.5376724,2025-10-01
2687,3,629642.95179873,2025-10-01
2688,20,236705.62730285,2025-10-01
2689,48,412908.75721137,2025-10-01
2690,23,968283.61930288,2025-10-01
2691,39,108736.93229108,2025-10-01
2692,37,237592.12670183,2025-10-01
2693,32,168446.52445145,2025-10-01
2694,5,757014.53019046,2025-10-01
2695,50,795079.48340553,2025-10-01
2696,10,179005.66667056,2025-10-01
2697,48,824039.84553058,2025-10-01
2698,13,574277.41400367,2025-10-01
2699,22,59955.599979309,2025-10-01
2700,50,970750.25788995,2025-10-01
2701,31,520626.35314383,2025-10-01
2702,12,381946.35329566,2025-10-01
2703,38,191253.85724758,2025-10-01
2704,3,749503.46498537,2025-10-01
2705,30,847800.82075529,2025-10-01
2706,11,388285.99777902,2025-10-01
2707,49,883487.73400782,2025-10-01
2708,30,652756.75650649,2025-10-01
2709,7,999383.54838533,2025-10-01
2710,16,568980.12931588,2025-10-01
2711,43,826840.6565453,2025-10-01
2712,42,362883.45254649,2025-10-01
2713,16,239215.82899906,2025-10-01
2714,34,45945.828970585,2025-10-01
2715,8,134684.3148737,2025-10-01
2716,28,919338.11229538,2025-10-01
2717,9,665193.56782105,2025-10-01
2718,28,574464.7690865,2025-10-01
2719,20,860737.88512581,2025-10-01
2720,45,766577.07781335,2025-10-01
2721,48,111148.33189465,2025-10-01
2722,29,19758.929380662,2025-10-01
2723,1,129631.68012625,2025-10-01
2724,47,409022.29802936,2025-10-01
2725,46,835536.39878509,2025-10-01
2726,30,760297.00524844,2025-10-01
2727,37,559084.64092715,2025-10-01
2728,10,888014.23170982,2025-10-01
2729,7,287927.49023137,2025-10-01
2730,22,846522.83171964,2025-10-01
2731,38,65947.976839257,2025-10-01
2732,42,507846.29980743,2025-10-01
2733,8,489581.46560646,2025-10-01
2734,2,562671.8952349,2025-10-01
2735,23,314901.61169222,2025-10-01
2736,35,312551.14838101,2025-10-01
2737,17,910373.85567856,2025-10-01
2738,12,169234.95889224,2025-10-01
2739,27,554373.1494871,2025-10-01
2740,6,226639.5884478,2025-10-01
2741,46,575152.96302132,2025-10-01
2742,4,23115.86386523,2025-10-01
2743,38,71281.592523051,2025-10-01
2744,44,459557.20147879,2025-10-01
2745,39,813682.11191142,2025-10-01
2746,25,863182.34448756,2025-10-01
2747,10,286923.47725936,2025-10-01
2748,12,123887.03259394,2025-10-01
2749,1,704915.62348651,2025-10-01
2750,2,58668.926447485,2025-10-01
2751,32,94092.264077217,2025-10-01
2752,13,141312.10861158,2025-10-01
2753,15,470545.50961258,2025-10-01
2754,12,418154.51187073,2025-10-01
2755,49,604979.93728195,2025-10-01
2756,42,184708.91639706,2025-10-01
2757,22,155589.388179,2025-10-01
2758,28,872995.31060513,2025-10-01
2759,25,410925.96892543,2025-10-01
2760,2,284267.70059022,2025-10-01
2761,15,196715.87309078,2025-10-01
2762,36,770041.68654634,2025-10-01
2763,34,141166.6211821,2025-10-01
2764,26,84675.558248509,2025-10-01
2765,41,70650.676682112,2025-10-01
2766,35,41360.564936106,2025-10-01
2767,13,710427.23781444,2025-10-01
2768,35,324146.25367055,2025-10-01
2769,10,568728.04470177,2025-10-01
2770,7,132584.94339667,2025-10-01
2771,48,514195.41202141,2025-10-01
2772,14,35197.412232024,2025-10-01
2773,45,748278.21808236,2025-10-01
2774,13,661703.78895018,2025-10-01
2775,31,194103.92542071,2025-10-01
2776,19,783746.29320725,2025-10-01
2777,42,738917.11770892,2025-10-01
2778,10,881526.26208547,2025-10-01
2779,47,772954.90567479,2025-10-01
2780,46,752285.49187725,2025-10-01
2781,1,900907.50200552,2025-10-01
2782,40,686414.48856859,2025-10-01
2783,14,808623.97822481,2025-10-01
2784,14,828530.54215383,2025-10-01
2785,30,574147.077644,2025-10-01
2786,49,244978.57474198,2025-10-01
2787,1,830400.59403811,2025-10-01
2788,18,882922.92231655,2025-10-01
2789,30,724369.29024196,2025-10-01
2790,26,417103.18539108,2025-10-01
2791,42,690093.97595089,2025-10-01
2792,30,435969.02910152,2025-10-01
2793,34,653284.18993999,2025-10-01
2794,21,256713.59448244,2025-10-01
2795,22,481839.78861148,2025-10-01
2796,18,744674.54705008,2025-10-01
2797,13,334589.56473403,2025-10-01
2798,15,418881.78883224,2025-10-01
2799,40,902538.48344721,2025-10-01
2800,10,432899.9644775,2025-10-01
2801,23,432237.15441694,2025-10-01
2802,45,113960.05743514,2025-10-01
2803,18,603205.4148555,2025-10-01
2804,45,705176.32135133,2025-10-01
2805,33,845391.33919138,2025-10-01
2806,25,999457.13796534,2025-10-01
2807,37,188638.46697804,2025-10-01
2808,41,789388.26158981,2025-10-01
2809,8,417192.62312886,2025-10-01
2810,16,552210.21075774,2025-10-01
2811,31,690657.81022889,2025-10-01
2812,39,153798.03319666,2025-10-01
2813,26,379398.39662547,2025-10-01
2814,44,429625.55924894,2025-10-01
2815,3,758241.17220074,2025-10-01
2816,23,716460.9952509,2025-10-01
2817,20,280277.66726643,2025-10-01
2818,20,137180.144078,2025-10-01
2819,44,272964.31381328,2025-10-01
2820,30,355912.36463323,2025-10-01
2821,11,462759.903968,2025-10-01
2822,46,743293.02485042,2025-10-01
2823,24,258450.69441375,2025-10-01
2824,21,329858.73969633,2025-10-01
2825,10,690707.87762985,2025-10-01
2826,6,13090.820954303,2025-10-01
2827,37,412922.72830727,2025-10-01
2828,15,639212.78368829,2025-10-01
2829,30,267154.24385262,2025-10-01
2830,38,902749.96420008,2025-10-01
2831,50,960942.60677717,2025-10-01
2832,25,958729.66909837,2025-10-01
2833,23,584660.87002947,2025-10-01
2834,48,709890.79159685,2025-10-01
2835,36,312893.6178785,2025-10-01
2836,13,499266.94564859,2025-10-01
2837,4,884266.84693417,2025-10-01
2838,21,792193.85256984,2025-10-01
2839,30,32961.340731802,2025-10-01
2840,20,372371.37915993,2025-10-01
2841,45,667704.06334659,2025-10-01
2842,12,568609.26174876,2025-10-01
2843,3,745324.88449778,2025-10-01
2844,39,62315.878400978,2025-10-01
2845,27,736199.73653013,2025-10-01
2846,34,374680.67050879,2025-10-01
2847,47,820557.7793305,2025-10-01
2848,37,671127.47730007,2025-10-01
2849,50,479788.20840579,2025-10-01
2850,3,815777.4177404,2025-10-01
2851,7,745163.2238822,2025-10-01
2852,49,588569.50378024,2025-10-01
2853,14,760321.77305898,2025-10-01
2854,25,777050.21185576,2025-10-01
2855,28,265341.54596425,2025-10-01
2856,37,562135.50443044,2025-10-01
2857,17,839771.60591294,2025-10-01
2858,24,642910.42841959,2025-10-01
2859,33,26222.562392509,2025-10-01
2860,31,148369.83846021,2025-10-01
2861,35,268327.81590799,2025-10-01
2862,47,505348.88271402,2025-10-01
2863,15,379670.40528985,2025-10-01
2864,12,259139.09277183,2025-10-01
2865,12,176393.08291353,2025-10-01
2866,48,23579.418987767,2025-10-01
2867,12,336062.34352628,2025-10-01
2868,23,323745.91283263,2025-10-01
2869,48,20272.717212258,2025-10-01
2870,5,158129.51809254,2025-10-01
2871,30,102012.58185683,2025-10-01
2872,13,743305.82342292,2025-10-01
2873,38,172948.7591147,2025-10-01
2874,50,883361.51219013,2025-10-01
2875,12,587167.20165343,2025-10-01
2876,49,253743.86978446,2025-10-01
2877,24,975690.85006413,2025-10-01
2878,22,373507.21533324,2025-10-01
2879,9,163436.21183822,2025-10-01
2880,16,275639.21500025,2025-10-01
2881,3,11321.456606352,2025-10-01
2882,45,597362.02855987,2025-10-01
2883,28,939005.98808589,2025-10-01
2884,3,213289.43262949,2025-10-01
2885,17,500030.37619093,2025-10-01
2886,8,673432.58518977,2025-10-01
2887,4,71287.82068049,2025-10-01
2888,17,521244.37960922,2025-10-01
2889,3,544936.12100605,2025-10-01
2890,20,884363.71329219,2025-10-01
2891,7,750308.82837298,2025-10-01
2892,42,436200.72866531,2025-10-01
2893,39,539931.86844821,2025-10-01
2894,39,742903.85790901,2025-10-01
2895,40,986040.04540331,2025-10-01
2896,10,837776.76736471,2025-10-01
2897,40,372552.20899638,2025-10-01
2898,24,549836.45995842,2025-10-01
2899,28,102150.27931653,2025-10-01
2900,21,879023.68132568,2025-10-01
2901,19,752159.36039695,2025-10-01
2902,1,196469.9113957,2025-10-01
2903,16,191054.60976006,2025-10-01
2904,43,719212.09322936,2025-10-01
2905,44,148259.1663144,2025-10-01
2906,21,258482.20400099,2025-10-01
2907,26,913021.28126168,2025-10-01
2908,12,196100.07339539,2025-10-01
2909,34,251231.78078192,2025-10-01
